82,82,2,32,22,82,4,WA00082,ZTB00000000000082,2012,15742,1901,152
83,83,3,33,23,83,5,GD00083,ZTB00000000000083,2013,15873,1912,153
84,84,4,34,24,84,6,PO00084,ZTB00000000000084,2014,16004,1923,154
85,85,5,35,25,85,1,WR00085,ZTB00000000000085,2015,16135,1934,155
86,86,6,36,26,86,2,LU00086,ZTB00000000000086,2016,16266,1945,156
87,87,7,37,27,87,3,BI00087,ZTB00000000000087,2017,16397,1956,157
88,88,8,38,28,88,4,RZ00088,ZTB00000000000088,2018,16528,1967,158
89,89,9,39,29,89,5,SC00089,ZTB00000000000089,2019,16659,1978,159
90,90,10,40,30,90,6,OP00090,ZTB00000000000090,2020,16790,1989,160
91,91,1,41,1,91,1,KR00091,ZTB00000000000091,2021,16921,2000,161
92,92,2,42,2,92,2,WA00092,ZTB00000000000092,2022,17052,2011,162
93,93,3,43,3,93,3,GD00093,ZTB00000000000093,2023,17183,2022,163
94,94,4,44,4,94,4,PO00094,ZTB00000000000094,2024,17314,2033,164
95,95,5,45,5,95,5,WR00095,ZTB00000000000095,2025,17445,2044,165
96,96,6,46,6,96,6,LU00096,ZTB00000000000096,2010,17576,2055,166
97,97,7,47,7,97,1,BI00097,ZTB00000000000097,2011,17707,2066,167
98,98,8,48,8,98,2,RZ00098,ZTB00000000000098,2012,17838,2077,168
99,99,9,49,9,99,3,SC00099,ZTB00000000000099,2013,17969,2088,169
100,100,10,50,10,100,4,OP00100,ZTB00000000000100,2014,18100,2099,170
101,101,1,1,11,101,5,KR00101,ZTB00000000000101,2015,18231,2110,171
102,102,2,2,12,102,6,WA00102,ZTB00000000000102,2016,18362,2121,172
103,103,3,3,13,103,1,GD00103,ZTB00000000000103,2017,18493,2132,173
104,104,4,4,14,104,2,PO00104,ZTB00000000000104,2018,18624,2143,174
105,105,5,5,15,105,3,WR00105,ZTB00000000000105,2019,18755,2154,175
106,106,6,6,16,106,4,LU00106,ZTB00000000000106,2020,18886,2165,176
107,107,7,7,17,107,5,BI00107,ZTB00000000000107,2021,19017,2176,177
108,108,8,8,18,108,6,RZ00108,ZTB00000000000108,2022,19148,2187,178
109,109,9,9,19,109,1,SC00109,ZTB00000000000109,2023,19279,2198,179
110,110,10,10,20,110,2,OP00110,ZTB00000000000110,2024,19410,2209,180
111,111,1,11,21,111,3,KR00111,ZTB00000000000111,2025,19541,2220,181
112,112,2,12,22,112,4,WA00112,ZTB00000000000112,2010,19672,2231,182
113,113,3,13,23,113,5,GD00113,ZTB00000000000113,2011,19803,2242,183
114,114,4,14,24,114,6,PO00114,ZTB00000000000114,2012,19934,2253,184
115,115,5,15,25,115,1,WR00115,ZTB00000000000115,2013,20065,2264,185
116,116,6,16,26,116,2,LU00116,ZTB00000000000116,2014,20196,2275,186
117,117,7,17,27,117,3,BI00117,ZTB00000000000117,2015,20327,2286,187
118,118,8,18,28,118,4,RZ00118,ZTB00000000000118,2016,20458,2297,188
119,119,9,19,29,119,5,SC00119,ZTB00000000000119,2017,20589,2308,189
120,120,10,20,30,120,6,OP00120,ZTB00000000000120,2018,20720,2319,190
121,121,1,21,1,121,1,KR00121,ZTB00000000000121,2019,20851,2330,191
122,122,2,22,2,122,2,WA00122,ZTB00000000000122,2020,20982,2341,192
123,123,3,23,3,123,3,GD00123,ZTB00000000000123,2021,21113,2352,193
124,124,4,24,4,124,4,PO00124,ZTB00000000000124,2022,21244,2363,194
125,125,5,25,5,125,5,WR00125,ZTB00000000000125,2023,21375,2374,195
126,126,6,26,6,126,6,LU00126,ZTB00000000000126,2024,21506,2385,196
127,127,7,27,7,127,1,BI00127,ZTB00000000000127,2025,21637,2396,197
128,128,8,28,8,128,2,RZ00128,ZTB00000000000128,2010,21768,2407,198
129,129,9,29,9,129,3,SC00129,ZTB00000000000129,2011,21899,2418,199
130,130,10,30,10,130,4,OP00130,ZTB00000000000130,2012,22030,2429,200
131,131,1,31,11,131,5,KR00131,ZTB00000000000131,2013,22161,2440,201
132,132,2,32,12,132,6,WA00132,ZTB00000000000132,2014,22292,2451,202
133,133,3,33,13,133,1,GD00133,ZTB00000000000133,2015,22423,2462,203
134,134,4,34,14,134,2,PO00134,ZTB00000000000134,2016,22554,2473,204
135,135,5,35,15,135,3,WR00135,ZTB00000000000135,2017,22685,2484,205
136,136,6,36,16,136,4,LU00136,ZTB00000000000136,2018,22816,2495,206
137,137,7,37,17,137,5,BI00137,ZTB00000000000137,2019,22947,2506,207
138,138,8,38,18,138,6,RZ00138,ZTB00000000000138,2020,23078,2517,208
139,139,9,39,19,139,1,SC00139,ZTB00000000000139,2021,23209,2528,209
140,140,10,40,20,140,2,OP00140,ZTB00000000000140,2022,23340,2539,210
141,141,1,41,21,141,3,KR00141,ZTB00000000000141,2023,23471,2550,211
142,142,2,42,22,142,4,WA00142,ZTB00000000000142,2024,23602,2561,212
143,143,3,43,23,143,5,GD00143,ZTB00000000000143,2025,23733,2572,213
144,144,4,44,24,144,6,PO00144,ZTB00000000000144,2010,23864,2583,214
145,145,5,45,25,145,1,WR00145,ZTB00000000000145,2011,23995,2594,215
146,146,6,46,26,146,2,LU00146,ZTB00000000000146,2012,24126,2605,216
147,147,7,47,27,147,3,BI00147,ZTB00000000000147,2013,24257,2616,217
148,148,8,48,28,148,4,RZ00148,ZTB00000000000148,2014,24388,2627,218
149,149,9,49,29,149,5,SC00149,ZTB00000000000149,2015,24519,2638,219
150,150,10,50,30,150,6,OP00150,ZTB00000000000150,2016,24650,2649,220
151,151,1,1,1,151,1,KR00151,ZTB00000000000151,2017,24781,2660,221
152,152,2,2,2,152,2,WA00152,ZTB00000000000152,2018,24912,2671,222
153,153,3,3,3,153,3,GD00153,ZTB00000000000153,2019,25043,2682,223
154,154,4,4,4,154,4,PO00154,ZTB00000000000154,2020,25174,2693,224
155,155,5,5,5,155,5,WR00155,ZTB00000000000155,2021,25305,2704,225
156,156,6,6,6,156,6,LU00156,ZTB00000000000156,2022,25436,2715,226
157,157,7,7,7,157,1,BI00157,ZTB00000000000157,2023,25567,2726,227
158,158,8,8,8,158,2,RZ00158,ZTB00000000000158,2024,25698,2737,228
159,159,9,9,9,159,3,SC00159,ZTB00000000000159,2025,25829,2748,229
160,160,10,10,10,160,4,OP00160,ZTB00000000000160,2010,25960,2759,230
161,161,1,11,11,161,5,KR00161,ZTB00000000000161,2011,26091,2770,231
162,162,2,12,12,162,6,WA00162,ZTB00000000000162,2012,26222,2781,232
163,163,3,13,13,163,1,GD00163,ZTB00000000000163,2013,26353,2792,233
164,164,4,14,14,164,2,PO00164,ZTB00000000000164,2014,26484,2803,234
165,165,5,15,15,165,3,WR00165,ZTB00000000000165,2015,26615,2814,235
166,166,6,16,16,166,4,LU00166,ZTB00000000000166,2016,26746,2825,236
167,167,7,17,17,167,5,BI00167,ZTB00000000000167,2017,26877,2836,237
168,168,8,18,18,168,6,RZ00168,ZTB00000000000168,2018,27008,2847,238
169,169,9,19,19,169,1,SC00169,ZTB00000000000169,2019,27139,2858,239
170,170,10,20,20,170,2,OP00170,ZTB00000000000170,2020,27270,2869,240
171,171,1,21,21,171,3,KR00171,ZTB00000000000171,2021,27401,2880,241
172,172,2,22,22,172,4,WA00172,ZTB00000000000172,2022,27532,2891,242
173,173,3,23,23,173,5,GD00173,ZTB00000000000173,2023,27663,2902,243
174,174,4,24,24,174,6,PO00174,ZTB00000000000174,2024,27794,2913,244
175,175,5,25,25,175,1,WR00175,ZTB00000000000175,2025,27925,2924,245
176,176,6,26,26,176,2,LU00176,ZTB00000000000176,2010,28056,2935,246
177,177,7,27,27,177,3,BI00177,ZTB00000000000177,2011,28187,2946,247
178,178,8,28,28,178,4,RZ00178,ZTB00000000000178,2012,28318,2957,248
179,179,9,29,29,179,5,SC00179,ZTB00000000000179,2013,28449,2968,249
180,180,10,30,30,180,6,OP00180,ZTB00000000000180,2014,28580,2979,250
181,181,1,31,1,181,1,KR00181,ZTB00000000000181,2015,28711,2990,251
182,182,2,32,2,182,2,WA00182,ZTB00000000000182,2016,28842,3001,252
183,183,3,33,3,183,3,GD00183,ZTB00000000000183,2017,28973,3012,253
184,184,4,34,4,184,4,PO00184,ZTB00000000000184,2018,29104,3023,254
185,185,5,35,5,185,5,WR00185,ZTB00000000000185,2019,29235,3034,255
186,186,6,36,6,186,6,LU00186,ZTB00000000000186,2020,29366,3045,256
187,187,7,37,7,187,1,BI00187,ZTB00000000000187,2021,29497,3056,257
188,188,8,38,8,188,2,RZ00188,ZTB00000000000188,2022,29628,3067,258
189,189,9,39,9,189,3,SC00189,ZTB00000000000189,2023,29759,3078,259
190,190,10,40,10,190,4,OP00190,ZTB00000000000190,2024,29890,3089,260
191,191,1,41,11,191,5,KR00191,ZTB00000000000191,2025,30021,3100,261
192,192,2,42,12,192,6,WA00192,ZTB00000000000192,2010,30152,3111,262
193,193,3,43,13,193,1,GD00193,ZTB00000000000193,2011,30283,3122,263
194,194,4,44,14,194,2,PO00194,ZTB00000000000194,2012,30414,3133,264
195,195,5,45,15,195,3,WR00195,ZTB00000000000195,2013,30545,3144,265
196,196,6,46,16,196,4,LU00196,ZTB00000000000196,2014,30676,3155,266
197,197,7,47,17,197,5,BI00197,ZTB00000000000197,2015,30807,3166,267
198,198,8,48,18,198,6,RZ00198,ZTB00000000000198,2016,30938,3177,268
199,199,9,49,19,199,1,SC00199,ZTB00000000000199,2017,31069,3188,269
200,200,10,50,20,200,2,OP00200,ZTB00000000000200,2018,31200,3199,270
201,201,1,1,21,201,3,KR00201,ZTB00000000000201,2019,31331,3210,271
202,202,2,2,22,202,4,WA00202,ZTB00000000000202,2020,31462,3221,272
203,203,3,3,23,203,5,GD00203,ZTB00000000000203,2021,31593,3232,273
204,204,4,4,24,204,6,PO00204,ZTB00000000000204,2022,31724,3243,274
205,205,5,5,25,205,1,WR00205,ZTB00000000000205,2023,31855,3254,275
206,206,6,6,26,206,2,LU00206,ZTB00000000000206,2024,31986,3265,276
207,207,7,7,27,207,3,BI00207,ZTB00000000000207,2025,32117,3276,277
208,208,8,8,28,208,4,RZ00208,ZTB00000000000208,2010,32248,3287,278
209,209,9,9,29,209,5,SC00209,ZTB00000000000209,2011,32379,3298,279
210,210,10,10,30,210,6,OP00210,ZTB00000000000210,2012,32510,3309,280
211,211,1,11,1,211,1,KR00211,ZTB00000000000211,2013,32641,3320,281
212,212,2,12,2,212,2,WA00212,ZTB00000000000212,2014,32772,3331,282
213,213,3,13,3,213,3,GD00213,ZTB00000000000213,2015,32903,3342,283
214,214,4,14,4,214,4,PO00214,ZTB00000000000214,2016,33034,3353,284
215,215,5,15,5,215,5,WR00215,ZTB00000000000215,2017,33165,3364,285
216,216,6,16,6,216,6,LU00216,ZTB00000000000216,2018,33296,3375,286
217,217,7,17,7,217,1,BI00217,ZTB00000000000217,2019,33427,3386,287
218,218,8,18,8,218,2,RZ00218,ZTB00000000000218,2020,33558,3397,288
219,219,9,19,9,219,3,SC00219,ZTB00000000000219,2021,33689,3408,289
220,220,10,20,10,220,4,OP00220,ZTB00000000000220,2022,33820,3419,290
221,221,1,21,11,221,5,KR00221,ZTB00000000000221,2023,33951,3430,291
222,222,2,22,12,222,6,WA00222,ZTB00000000000222,2024,34082,3441,292
223,223,3,23,13,223,1,GD00223,ZTB00000000000223,2025,34213,3452,293
224,224,4,24,14,224,2,PO00224,ZTB00000000000224,2010,34344,3463,294
225,225,5,25,15,225,3,WR00225,ZTB00000000000225,2011,34475,3474,295
226,226,6,26,16,226,4,LU00226,ZTB00000000000226,2012,34606,3485,296
227,227,7,27,17,227,5,BI00227,ZTB00000000000227,2013,34737,3496,297
228,228,8,28,18,228,6,RZ00228,ZTB00000000000228,2014,34868,3507,298
229,229,9,29,19,229,1,SC00229,ZTB00000000000229,2015,34999,3518,299
230,230,10,30,20,230,2,OP00230,ZTB00000000000230,2016,35130,3529,300
231,231,1,31,21,231,3,KR00231,ZTB00000000000231,2017,35261,3540,301
232,232,2,32,22,232,4,WA00232,ZTB00000000000232,2018,35392,3551,302
233,233,3,33,23,233,5,GD00233,ZTB00000000000233,2019,35523,3562,303
234,234,4,34,24,234,6,PO00234,ZTB00000000000234,2020,35654,3573,304
235,235,5,35,25,235,1,WR00235,ZTB00000000000235,2021,35785,3584,305
236,236,6,36,26,236,2,LU00236,ZTB00000000000236,2022,35916,3595,306
237,237,7,37,27,237,3,BI00237,ZTB00000000000237,2023,36047,3606,307
238,238,8,38,28,238,4,RZ00238,ZTB00000000000238,2024,36178,3617,308
239,239,9,39,29,239,5,SC00239,ZTB00000000000239,2025,36309,3628,309
240,240,10,40,30,240,6,OP00240,ZTB00000000000240,2010,36440,3639,70
241,241,1,41,1,241,1,KR00241,ZTB00000000000241,2011,36571,3650,71
242,242,2,42,2,242,2,WA00242,ZTB00000000000242,2012,36702,3661,72
243,243,3,43,3,243,3,GD00243,ZTB00000000000243,2013,36833,3672,73
244,244,4,44,4,244,4,PO00244,ZTB00000000000244,2014,36964,3683,74
245,245,5,45,5,245,5,WR00245,ZTB00000000000245,2015,37095,3694,75
246,246,6,46,6,246,6,LU00246,ZTB00000000000246,2016,37226,3705,76
247,247,7,47,7,247,1,BI00247,ZTB00000000000247,2017,37357,3716,77
248,248,8,48,8,248,2,RZ00248,ZTB00000000000248,2018,37488,3727,78
249,249,9,49,9,249,3,SC00249,ZTB00000000000249,2019,37619,3738,79
250,250,10,50,10,250,4,OP00250,ZTB00000000000250,2020,37750,3749,80
251,251,1,1,11,251,5,KR00251,ZTB00000000000251,2021,37881,3760,81
252,252,2,2,12,252,6,WA00252,ZTB00000000000252,2022,38012,3771,82
253,253,3,3,13,253,1,GD00253,ZTB00000000000253,2023,38143,3782,83
254,254,4,4,14,254,2,PO00254,ZTB00000000000254,2024,38274,3793,84
255,255,5,5,15,255,3,WR00255,ZTB00000000000255,2025,38405,3804,85
256,256,6,6,16,256,4,LU00256,ZTB00000000000256,2010,38536,3815,86
257,257,7,7,17,257,5,BI00257,ZTB00000000000257,2011,38667,3826,87
258,258,8,8,18,258,6,RZ00258,ZTB00000000000258,2012,38798,3837,88
259,259,9,9,19,259,1,SC00259,ZTB00000000000259,2013,38929,3848,89
260,260,10,10,20,260,2,OP00260,ZTB00000000000260,2014,39060,3859,90
261,261,1,11,21,261,3,KR00261,ZTB00000000000261,2015,39191,3870,91
262,262,2,12,22,262,4,WA00262,ZTB00000000000262,2016,39322,3881,92
263,263,3,13,23,263,5,GD00263,ZTB00000000000263,2017,39453,3892,93
264,264,4,14,24,264,6,PO00264,ZTB00000000000264,2018,39584,3903,94
265,265,5,15,25,265,1,WR00265,ZTB00000000000265,2019,39715,3914,95
266,266,6,16,26,266,2,LU00266,ZTB00000000000266,2020,39846,3925,96
267,267,7,17,27,267,3,BI00267,ZTB00000000000267,2021,39977,3936,97
268,268,8,18,28,268,4,RZ00268,ZTB00000000000268,2022,40108,3947,98
269,269,9,19,29,269,5,SC00269,ZTB00000000000269,2023,40239,3958,99
270,270,10,20,30,270,6,OP00270,ZTB00000000000270,2024,40370,3969,100
271,271,1,21,1,271,1,KR00271,ZTB00000000000271,2025,40501,3980,101
272,272,2,22,2,272,2,WA00272,ZTB00000000000272,2010,40632,3991,102
273,273,3,23,3,273,3,GD00273,ZTB00000000000273,2011,40763,1002,103
274,274,4,24,4,274,4,PO00274,ZTB00000000000274,2012,40894,1013,104
275,275,5,25,5,275,5,WR00275,ZTB00000000000275,2013,41025,1024,105
276,276,6,26,6,276,6,LU00276,ZTB00000000000276,2014,41156,1035,106
277,277,7,27,7,277,1,BI00277,ZTB00000000000277,2015,41287,1046,107
278,278,8,28,8,278,2,RZ00278,ZTB00000000000278,2016,41418,1057,108
279,279,9,29,9,279,3,SC00279,ZTB00000000000279,2017,41549,1068,109
280,280,10,30,10,280,4,OP00280,ZTB00000000000280,2018,41680,1079,110
281,281,1,31,11,281,5,KR00281,ZTB00000000000281,2019,41811,1090,111
282,282,2,32,12,282,6,WA00282,ZTB00000000000282,2020,41942,1101,112
283,283,3,33,13,283,1,GD00283,ZTB00000000000283,2021,42073,1112,113
284,284,4,34,14,284,2,PO00284,ZTB00000000000284,2022,42204,1123,114
285,285,5,35,15,285,3,WR00285,ZTB00000000000285,2023,42335,1134,115
286,286,6,36,16,286,4,LU00286,ZTB00000000000286,2024,42466,1145,116
287,287,7,37,17,287,5,BI00287,ZTB00000000000287,2025,42597,1156,117
288,288,8,38,18,288,6,RZ00288,ZTB00000000000288,2010,42728,1167,118
289,289,9,39,19,289,1,SC00289,ZTB00000000000289,2011,42859,1178,119
290,290,10,40,20,290,2,OP00290,ZTB00000000000290,2012,42990,1189,120
291,291,1,41,21,291,3,KR00291,ZTB00000000000291,2013,43121,1200,121
292,292,2,42,22,292,4,WA00292,ZTB00000000000292,2014,43252,1211,122
293,293,3,43,23,293,5,GD00293,ZTB00000000000293,2015,43383,1222,123
294,294,4,44,24,294,6,PO00294,ZTB00000000000294,2016,43514,1233,124
295,295,5,45,25,295,1,WR00295,ZTB00000000000295,2017,43645,1244,125
296,296,6,46,26,296,2,LU00296,ZTB00000000000296,2018,43776,1255,126
297,297,7,47,27,297,3,BI00297,ZTB00000000000297,2019,43907,1266,127
298,298,8,48,28,298,4,RZ00298,ZTB00000000000298,2020,44038,1277,128
299,299,9,49,29,299,5,SC00299,ZTB00000000000299,2021,44169,1288,129
300,300,10,50,30,300,6,OP00300,ZTB00000000000300,2022,44300,1299,130
301,1,1,1,1,301,1,KR00301,ZTB00000000000301,2023,44431,1310,131
302,2,2,2,2,302,2,WA00302,ZTB00000000000302,2024,44562,1321,132
303,3,3,3,3,303,3,GD00303,ZTB00000000000303,2025,44693,1332,133
304,4,4,4,4,304,4,PO00304,ZTB00000000000304,2010,44824,1343,134
305,5,5,5,5,305,5,WR00305,ZTB00000000000305,2011,44955,1354,135
306,6,6,6,6,306,6,LU00306,ZTB00000000000306,2012,45086,1365,136
307,7,7,7,7,307,1,BI00307,ZTB00000000000307,2013,45217,1376,137
308,8,8,8,8,308,2,RZ00308,ZTB00000000000308,2014,45348,1387,138
309,9,9,9,9,309,3,SC00309,ZTB00000000000309,2015,45479,1398,139
310,10,10,10,10,310,4,OP00310,ZTB00000000000310,2016,45610,1409,140
311,11,1,11,11,311,5,KR00311,ZTB00000000000311,2017,45741,1420,141
312,12,2,12,12,312,6,WA00312,ZTB00000000000312,2018,45872,1431,142
313,13,3,13,13,313,1,GD00313,ZTB00000000000313,2019,46003,1442,143
314,14,4,14,14,314,2,PO00314,ZTB00000000000314,2020,46134,1453,144
315,15,5,15,15,315,3,WR00315,ZTB00000000000315,2021,46265,1464,145
316,16,6,16,16,316,4,LU00316,ZTB00000000000316,2022,46396,1475,146
317,17,7,17,17,317,5,BI00317,ZTB00000000000317,2023,46527,1486,147
318,18,8,18,18,318,6,RZ00318,ZTB00000000000318,2024,46658,1497,148
319,19,9,19,19,319,1,SC00319,ZTB00000000000319,2025,46789,1508,149
320,20,10,20,20,320,2,OP00320,ZTB00000000000320,2010,46920,1519,150
321,21,1,21,21,321,3,KR00321,ZTB00000000000321,2011,47051,1530,151
322,22,2,22,22,322,4,WA00322,ZTB00000000000322,2012,47182,1541,152
323,23,3,23,23,323,5,GD00323,ZTB00000000000323,2013,47313,1552,153
324,24,4,24,24,324,6,PO00324,ZTB00000000000324,2014,47444,1563,154
325,25,5,25,25,325,1,WR00325,ZTB00000000000325,2015,47575,1574,155
326,26,6,26,26,326,2,LU00326,ZTB00000000000326,2016,47706,1585,156
327,27,7,27,27,327,3,BI00327,ZTB00000000000327,2017,47837,1596,157
328,28,8,28,28,328,4,RZ00328,ZTB00000000000328,2018,47968,1607,158
329,29,9,29,29,329,5,SC00329,ZTB00000000000329,2019,48099,1618,159
330,30,10,30,30,330,6,OP00330,ZTB00000000000330,2020,48230,1629,160
331,31,1,31,1,331,1,KR00331,ZTB00000000000331,2021,48361,1640,161
332,32,2,32,2,332,2,WA00332,ZTB00000000000332,2022,48492,1651,162
333,33,3,33,3,333,3,GD00333,ZTB00000000000333,2023,48623,1662,163
334,34,4,34,4,334,4,PO00334,ZTB00000000000334,2024,48754,1673,164
335,35,5,35,5,335,5,WR00335,ZTB00000000000335,2025,48885,1684,165
336,36,6,36,6,336,6,LU00336,ZTB00000000000336,2010,49016,1695,166
337,37,7,37,7,337,1,BI00337,ZTB00000000000337,2011,49147,1706,167
338,38,8,38,8,338,2,RZ00338,ZTB00000000000338,2012,49278,1717,168
339,39,9,39,9,339,3,SC00339,ZTB00000000000339,2013,49409,1728,169
340,40,10,40,10,340,4,OP00340,ZTB00000000000340,2014,49540,1739,170
341,41,1,41,11,341,5,KR00341,ZTB00000000000341,2015,49671,1750,171
342,42,2,42,12,342,6,WA00342,ZTB00000000000342,2016,49802,1761,172
343,43,3,43,13,343,1,GD00343,ZTB00000000000343,2017,49933,1772,173
344,44,4,44,14,344,2,PO00344,ZTB00000000000344,2018,50064,1783,174
345,45,5,45,15,345,3,WR00345,ZTB00000000000345,2019,50195,1794,175
346,46,6,46,16,346,4,LU00346,ZTB00000000000346,2020,50326,1805,176
347,47,7,47,17,347,5,BI00347,ZTB00000000000347,2021,50457,1816,177
348,48,8,48,18,348,6,RZ00348,ZTB00000000000348,2022,50588,1827,178
349,49,9,49,19,349,1,SC00349,ZTB00000000000349,2023,50719,1838,179
